Job_Title,Company,City,Experience_Level,Skills_Required,Education_Required,Clean_Skills,Search_Text
Python Developer,Capgemini,Chennai,Mid (3-6 yrs),"FastAPI, Python, PostgreSQL, Docker, REST APIs",B.Tech/B.E.,fastapi python postgresql docker rest apis,Python Developer fastapi python postgresql docker rest apis B.Tech/B.E. Mid (3-6 yrs)
Business Analyst,Cognizant,Bangalore,Lead (10+ yrs),"Excel, Power BI, Agile, SQL, JIRA, Requirements Gathering",B.Com + Certification,excel power bi agile sql jira requirement gathering,Business Analyst excel power bi agile sql jira requirement gathering B.Com + Certification Lead (10+ yrs)
Java Developer,Tech Mahindra,Remote,Mid (3-6 yrs),"Spring Boot, Hibernate, Java, REST APIs",MBA,spring boot hibernate java rest apis,Java Developer spring boot hibernate java rest apis MBA Mid (3-6 yrs)
QA Engineer,Chargebee,Pune,Junior (1-3 yrs),"Python, Manual Testing, Selenium, API Testing",B.Sc (CS/IT),python manual testing selenium api testing,QA Engineer python manual testing selenium api testing B.Sc (CS/IT) Junior (1-3 yrs)
Data Analyst,Postman,Chennai,Mid (3-6 yrs),"SQL, Tableau, Excel",M.Tech/M.E.,sql tableau excel,Data Analyst sql tableau excel M.Tech/M.E. Mid (3-6 yrs)
Technical Lead,Urban Company,Kochi,Mid (3-6 yrs),"Microservices, Code Review, AWS, Agile",BCA,microservices code review aws agile,Technical Lead microservices code review aws agile BCA Mid (3-6 yrs)
UI/UX Designer,InMobi,Remote,Junior (1-3 yrs),"Figma, CSS, Adobe XD, User Research",B.Tech/B.E.,figma cs adobe xd user research,UI/UX Designer figma cs adobe xd user research B.Tech/B.E. Junior (1-3 yrs)
Java Developer,Ola,Bangalore,Fresher (0-1 yr),"Hibernate, Maven, SQL",B.Tech/B.E.,hibernate maven sql,Java Developer hibernate maven sql B.Tech/B.E. Fresher (0-1 yr)
Java Developer,Setu,Delhi,Junior (1-3 yrs),"REST APIs, Microservices, Spring Boot, Maven, SQL, Java",B.Com + Certification,rest apis microservices spring boot maven sql java,Java Developer rest apis microservices spring boot maven sql java B.Com + Certification Junior (1-3 yrs)
Frontend Developer,Capgemini,Remote,Fresher (0-1 yr),"Next.js, Tailwind CSS, HTML/CSS, React, JavaScript",M.Tech/M.E.,nextjs tailwind cs htmlcss react javascript,Frontend Developer nextjs tailwind cs htmlcss react javascript M.Tech/M.E. Fresher (0-1 yr)
Software Engineer,Hasura,Remote,Fresher (0-1 yr),"Data Structures, Git, Algorithms, C++, System Design",B.Tech/B.E.,data structure git algorithm c system design,Software Engineer data structure git algorithm c system design B.Tech/B.E. Fresher (0-1 yr)
Frontend Developer,Khatabook,Mumbai,Senior (6-10 yrs),"Next.js, JavaScript, React, Figma",B.Com + Certification,nextjs javascript react figma,Frontend Developer nextjs javascript react figma B.Com + Certification Senior (6-10 yrs)
Python Developer,Urban Company,Indore,Fresher (0-1 yr),"PostgreSQL, FastAPI, Django, REST APIs",BCA,postgresql fastapi django rest apis,Python Developer postgresql fastapi django rest apis BCA Fresher (0-1 yr)
Product Manager,Accenture,Bangalore,Junior (1-3 yrs),"SQL, User Research, Product Strategy",B.Com + Certification,sql user research product strategy,Product Manager sql user research product strategy B.Com + Certification Junior (1-3 yrs)
Data Engineer,Fi Money,Lucknow,Junior (1-3 yrs),"Kafka, SQL, Spark, ETL, Python, dbt",B.Tech/B.E.,kafka sql spark etl python dbt,Data Engineer kafka sql spark etl python dbt B.Tech/B.E. Junior (1-3 yrs)
Data Analyst,Fi Money,Remote,Senior (6-10 yrs),"SQL, Tableau, Data Visualization",MCA,sql tableau data visualization,Data Analyst sql tableau data visualization MCA Senior (6-10 yrs)
Machine Learning Engineer,Nykaa,Delhi,Fresher (0-1 yr),"MLOps, Docker, PyTorch, Kubernetes",B.Sc (CS/IT),mlops docker pytorch kubernetes,Machine Learning Engineer mlops docker pytorch kubernetes B.Sc (CS/IT) Fresher (0-1 yr)
Full Stack Developer,Nykaa,Bangalore,Senior (6-10 yrs),"Docker, REST APIs, AWS, React, Python, PostgreSQL",BCA,docker rest apis aws react python postgresql,Full Stack Developer docker rest apis aws react python postgresql BCA Senior (6-10 yrs)
Machine Learning Engineer,HCL Technologies,Remote,Senior (6-10 yrs),"PyTorch, TensorFlow, Kubernetes, MLOps",B.Tech/B.E.,pytorch tensorflow kubernetes mlops,Machine Learning Engineer pytorch tensorflow kubernetes mlops B.Tech/B.E. Senior (6-10 yrs)
Machine Learning Engineer,Freshworks,Remote,Mid (3-6 yrs),"Kubernetes, Python, MLOps, AWS, TensorFlow, PyTorch",M.Tech/M.E.,kubernetes python mlops aws tensorflow pytorch,Machine Learning Engineer kubernetes python mlops aws tensorflow pytorch M.Tech/M.E. Mid (3-6 yrs)
Software Engineer,DRDO,Remote,Senior (6-10 yrs),"REST APIs, Python, Java",M.Tech/M.E.,rest apis python java,Software Engineer rest apis python java M.Tech/M.E. Senior (6-10 yrs)
DevOps Engineer,HCL Technologies,Hyderabad,Junior (1-3 yrs),"Kubernetes, Terraform, Docker, Ansible, Linux, Jenkins",B.Tech/B.E.,kubernetes terraform docker ansible linux jenkins,DevOps Engineer kubernetes terraform docker ansible linux jenkins B.Tech/B.E. Junior (1-3 yrs)
Backend Developer,Byju's,Remote,Senior (6-10 yrs),"Docker, Django, Python, MongoDB, FastAPI, Node.js",B.Tech/B.E.,docker django python mongodb fastapi nodejs,Backend Developer docker django python mongodb fastapi nodejs B.Tech/B.E. Senior (6-10 yrs)
Data Scientist,DRDO,Pune,Fresher (0-1 yr),"Deep Learning, Pandas, Scikit-learn",M.Tech/M.E.,deep learning panda scikitlearn,Data Scientist deep learning panda scikitlearn M.Tech/M.E. Fresher (0-1 yr)
Java Developer,Zomato,Hyderabad,Mid (3-6 yrs),"SQL, Hibernate, Microservices, REST APIs, Spring Boot",B.Tech/B.E.,sql hibernate microservices rest apis spring boot,Java Developer sql hibernate microservices rest apis spring boot B.Tech/B.E. Mid (3-6 yrs)
NLP Engineer,Capgemini,Mumbai,Lead (10+ yrs),"SpaCy, LLMs, Transformers, TensorFlow",MCA,spacy llm transformer tensorflow,NLP Engineer spacy llm transformer tensorflow MCA Lead (10+ yrs)
Software Engineer,Amazon,Pune,Mid (3-6 yrs),"Algorithms, Data Structures, System Design",B.Tech/B.E.,algorithm data structure system design,Software Engineer algorithm data structure system design B.Tech/B.E. Mid (3-6 yrs)
Backend Developer,Razorpay,Mumbai,Fresher (0-1 yr),"Python, Java, MongoDB, FastAPI, Redis",B.Tech/B.E.,python java mongodb fastapi redis,Backend Developer python java mongodb fastapi redis B.Tech/B.E. Fresher (0-1 yr)
Backend Developer,Nykaa,Lucknow,Mid (3-6 yrs),"Java, Docker, Python",B.Sc (CS/IT),java docker python,Backend Developer java docker python B.Sc (CS/IT) Mid (3-6 yrs)
Data Engineer,Urban Company,Remote,Lead (10+ yrs),"Airflow, Python, SQL, Kafka",MBA,airflow python sql kafka,Data Engineer airflow python sql kafka MBA Lead (10+ yrs)
Software Engineer,Urban Company,Mumbai,Junior (1-3 yrs),"Algorithms, Git, REST APIs",MCA,algorithm git rest apis,Software Engineer algorithm git rest apis MCA Junior (1-3 yrs)
Python Developer,NTPC,Pune,Fresher (0-1 yr),"Django, PostgreSQL, REST APIs, Docker, AWS",B.Sc (CS/IT),django postgresql rest apis docker aws,Python Developer django postgresql rest apis docker aws B.Sc (CS/IT) Fresher (0-1 yr)
Python Developer,Paytm,Coimbatore,Fresher (0-1 yr),"AWS, PostgreSQL, Django, REST APIs, FastAPI, Docker",M.Tech/M.E.,aws postgresql django rest apis fastapi docker,Python Developer aws postgresql django rest apis fastapi docker M.Tech/M.E. Fresher (0-1 yr)
Backend Developer,InMobi,Mumbai,Mid (3-6 yrs),"FastAPI, Redis, Docker",B.Tech/B.E.,fastapi redis docker,Backend Developer fastapi redis docker B.Tech/B.E. Mid (3-6 yrs)
Frontend Developer,Wipro,Pune,Mid (3-6 yrs),"Figma, React, Tailwind CSS, HTML/CSS, TypeScript, Next.js",M.Tech/M.E.,figma react tailwind cs htmlcss typescript nextjs,Frontend Developer figma react tailwind cs htmlcss typescript nextjs M.Tech/M.E. Mid (3-6 yrs)
Data Analyst,Cisco,Bangalore,Mid (3-6 yrs),"SQL, Statistics, Tableau, Python, Data Visualization",MCA,sql statistic tableau python data visualization,Data Analyst sql statistic tableau python data visualization MCA Mid (3-6 yrs)
iOS Developer,BrowserStack,Delhi,Senior (6-10 yrs),"Core Data, Firebase, REST APIs, SwiftUI, Xcode",B.Tech/B.E.,core data firebase rest apis swiftui xcode,iOS Developer core data firebase rest apis swiftui xcode B.Tech/B.E. Senior (6-10 yrs)
Machine Learning Engineer,Nykaa,Remote,Junior (1-3 yrs),"PyTorch, AWS, Kubernetes, Python, Scikit-learn",B.Tech/B.E.,pytorch aws kubernetes python scikitlearn,Machine Learning Engineer pytorch aws kubernetes python scikitlearn B.Tech/B.E. Junior (1-3 yrs)
AI Engineer,DRDO,Nagpur,Junior (1-3 yrs),"Prompt Engineering, Vector DBs, NLP, OpenAI API, RAG",B.Com + Certification,prompt engineering vector db nlp openai api rag,AI Engineer prompt engineering vector db nlp openai api rag B.Com + Certification Junior (1-3 yrs)
DevOps Engineer,BSNL,Pune,Junior (1-3 yrs),"Docker, Ansible, Jenkins, Kubernetes, Linux, CI/CD",BCA,docker ansible jenkins kubernetes linux cicd,DevOps Engineer docker ansible jenkins kubernetes linux cicd BCA Junior (1-3 yrs)
Software Engineer,MakeMyTrip,Chennai,Fresher (0-1 yr),"Algorithms, Python, Data Structures, Java, C++, System Design",B.Tech/B.E.,algorithm python data structure java c system design,Software Engineer algorithm python data structure java c system design B.Tech/B.E. Fresher (0-1 yr)
UI/UX Designer,BEL,Pune,Fresher (0-1 yr),"CSS, Prototyping, Adobe XD",M.Tech/M.E.,cs prototyping adobe xd,UI/UX Designer cs prototyping adobe xd M.Tech/M.E. Fresher (0-1 yr)
QA Engineer,Leadsquared,Chennai,Fresher (0-1 yr),"JIRA, API Testing, Manual Testing, Postman",B.Tech/B.E.,jira api testing manual testing postman,QA Engineer jira api testing manual testing postman B.Tech/B.E. Fresher (0-1 yr)
Research Scientist,Lenskart,Hyderabad,Junior (1-3 yrs),"Deep Learning, PyTorch, Statistics",M.Tech/M.E.,deep learning pytorch statistic,Research Scientist deep learning pytorch statistic M.Tech/M.E. Junior (1-3 yrs)
QA Engineer,Lenskart,Delhi,Lead (10+ yrs),"JIRA, API Testing, Manual Testing, Python",B.Tech/B.E.,jira api testing manual testing python,QA Engineer jira api testing manual testing python B.Tech/B.E. Lead (10+ yrs)
Backend Developer,Postman,Hyderabad,Mid (3-6 yrs),"Node.js, FastAPI, PostgreSQL, Django, MongoDB",B.Sc (CS/IT),nodejs fastapi postgresql django mongodb,Backend Developer nodejs fastapi postgresql django mongodb B.Sc (CS/IT) Mid (3-6 yrs)
Data Scientist,Postman,Remote,Junior (1-3 yrs),"Python, NLP, Deep Learning, TensorFlow, Scikit-learn",MCA,python nlp deep learning tensorflow scikitlearn,Data Scientist python nlp deep learning tensorflow scikitlearn MCA Junior (1-3 yrs)
Research Scientist,Dream11,Remote,Junior (1-3 yrs),"Statistics, Python, PyTorch",MBA,statistic python pytorch,Research Scientist statistic python pytorch MBA Junior (1-3 yrs)
Android Developer,Microsoft,Remote,Fresher (0-1 yr),"REST APIs, Android SDK, Jetpack Compose, Kotlin, Firebase",B.Tech/B.E.,rest apis android sdk jetpack compose kotlin firebase,Android Developer rest apis android sdk jetpack compose kotlin firebase B.Tech/B.E. Fresher (0-1 yr)
iOS Developer,Cognizant,Remote,Fresher (0-1 yr),"SwiftUI, Core Data, REST APIs, Swift, Xcode",B.Tech/B.E.,swiftui core data rest apis swift xcode,iOS Developer swiftui core data rest apis swift xcode B.Tech/B.E. Fresher (0-1 yr)
UI/UX Designer,Zoho,Indore,Lead (10+ yrs),"Wireframing, Adobe XD, CSS, User Research, Figma",B.Tech/B.E.,wireframing adobe xd cs user research figma,UI/UX Designer wireframing adobe xd cs user research figma B.Tech/B.E. Lead (10+ yrs)
Data Analyst,Meesho,Remote,Lead (10+ yrs),"Tableau, SQL, Python, Excel, Power BI, Statistics",B.Tech/B.E.,tableau sql python excel power bi statistic,Data Analyst tableau sql python excel power bi statistic B.Tech/B.E. Lead (10+ yrs)
Data Scientist,Dream11,Remote,Mid (3-6 yrs),"TensorFlow, Tableau, Machine Learning, Deep Learning, Scikit-learn, NLP",B.Tech/B.E.,tensorflow tableau machine learning deep learning scikitlearn nlp,Data Scientist tensorflow tableau machine learning deep learning scikitlearn nlp B.Tech/B.E. Mid (3-6 yrs)
Data Engineer,Capgemini,Mumbai,Fresher (0-1 yr),"Spark, AWS, dbt, Airflow",B.Tech/B.E.,spark aws dbt airflow,Data Engineer spark aws dbt airflow B.Tech/B.E. Fresher (0-1 yr)
Cloud Engineer,Hasura,Remote,Senior (6-10 yrs),"GCP, Azure, Terraform, AWS",B.Sc (CS/IT),gcp azure terraform aws,Cloud Engineer gcp azure terraform aws B.Sc (CS/IT) Senior (6-10 yrs)
Java Developer,Dream11,Chennai,Fresher (0-1 yr),"Spring Boot, SQL, Hibernate, Maven",B.Tech/B.E.,spring boot sql hibernate maven,Java Developer spring boot sql hibernate maven B.Tech/B.E. Fresher (0-1 yr)
Computer Vision Engineer,Infosys,Kochi,Fresher (0-1 yr),"TensorFlow, Python, PyTorch, Deep Learning, YOLO",B.Tech/B.E.,tensorflow python pytorch deep learning yolo,Computer Vision Engineer tensorflow python pytorch deep learning yolo B.Tech/B.E. Fresher (0-1 yr)
Business Analyst,Slice,Delhi,Junior (1-3 yrs),"Agile, Requirements Gathering, SQL, JIRA",BCA,agile requirement gathering sql jira,Business Analyst agile requirement gathering sql jira BCA Junior (1-3 yrs)
Python Developer,TCS,Remote,Mid (3-6 yrs),"Python, Django, FastAPI",M.Tech/M.E.,python django fastapi,Python Developer python django fastapi M.Tech/M.E. Mid (3-6 yrs)
Cloud Engineer,DRDO,Mumbai,Fresher (0-1 yr),"GCP, Docker, Linux",BCA,gcp docker linux,Cloud Engineer gcp docker linux BCA Fresher (0-1 yr)
DevOps Engineer,Google,Chennai,Junior (1-3 yrs),"Kubernetes, Terraform, Jenkins",B.Sc (CS/IT),kubernetes terraform jenkins,DevOps Engineer kubernetes terraform jenkins B.Sc (CS/IT) Junior (1-3 yrs)
Node.js Developer,InMobi,Remote,Junior (1-3 yrs),"Node.js, MongoDB, REST APIs",MBA,nodejs mongodb rest apis,Node.js Developer nodejs mongodb rest apis MBA Junior (1-3 yrs)
Research Scientist,Wipro,Remote,Junior (1-3 yrs),"Statistics, NLP, Deep Learning",M.Tech/M.E.,statistic nlp deep learning,Research Scientist statistic nlp deep learning M.Tech/M.E. Junior (1-3 yrs)
AI Engineer,Zerodha,Mumbai,Mid (3-6 yrs),"OpenAI API, Prompt Engineering, RAG, LangChain",BCA,openai api prompt engineering rag langchain,AI Engineer openai api prompt engineering rag langchain BCA Mid (3-6 yrs)
Research Scientist,Cognizant,Delhi,Junior (1-3 yrs),"PyTorch, Publications, NLP, Python, Deep Learning, R",B.Tech/B.E.,pytorch publication nlp python deep learning r,Research Scientist pytorch publication nlp python deep learning r B.Tech/B.E. Junior (1-3 yrs)
Power BI Developer,BEL,Jaipur,Mid (3-6 yrs),"Azure, Excel, DAX, Power BI, ETL",B.Tech/B.E.,azure excel dax power bi etl,Power BI Developer azure excel dax power bi etl B.Tech/B.E. Mid (3-6 yrs)
Frontend Developer,DRDO,Delhi,Lead (10+ yrs),"JavaScript, React, Figma, HTML/CSS",B.Sc (CS/IT),javascript react figma htmlcss,Frontend Developer javascript react figma htmlcss B.Sc (CS/IT) Lead (10+ yrs)
AI Engineer,Chargebee,Kolkata,Senior (6-10 yrs),"LLMs, RAG, Prompt Engineering, NLP, LangChain",B.Tech/B.E.,llm rag prompt engineering nlp langchain,AI Engineer llm rag prompt engineering nlp langchain B.Tech/B.E. Senior (6-10 yrs)
Python Developer,InMobi,Remote,Senior (6-10 yrs),"Django, Python, Docker, PostgreSQL, AWS, REST APIs",MCA,django python docker postgresql aws rest apis,Python Developer django python docker postgresql aws rest apis MCA Senior (6-10 yrs)
Machine Learning Engineer,Groww,Chennai,Senior (6-10 yrs),"TensorFlow, MLOps, PyTorch, Python, Kubernetes",B.Tech/B.E.,tensorflow mlops pytorch python kubernetes,Machine Learning Engineer tensorflow mlops pytorch python kubernetes B.Tech/B.E. Senior (6-10 yrs)
Research Scientist,Oracle,Remote,Lead (10+ yrs),"Statistics, R, Deep Learning",B.Sc (CS/IT),statistic r deep learning,Research Scientist statistic r deep learning B.Sc (CS/IT) Lead (10+ yrs)
Machine Learning Engineer,Ola,Pune,Mid (3-6 yrs),"Scikit-learn, PyTorch, Docker, AWS, TensorFlow, MLOps",BCA,scikitlearn pytorch docker aws tensorflow mlops,Machine Learning Engineer scikitlearn pytorch docker aws tensorflow mlops BCA Mid (3-6 yrs)
NLP Engineer,Setu,Delhi,Senior (6-10 yrs),"Python, SpaCy, HuggingFace, BERT",M.Tech/M.E.,python spacy huggingface bert,NLP Engineer python spacy huggingface bert M.Tech/M.E. Senior (6-10 yrs)
Business Analyst,ISRO,Remote,Mid (3-6 yrs),"JIRA, Requirements Gathering, Agile, Excel, Power BI",M.Tech/M.E.,jira requirement gathering agile excel power bi,Business Analyst jira requirement gathering agile excel power bi M.Tech/M.E. Mid (3-6 yrs)
QA Engineer,Groww,Kolkata,Junior (1-3 yrs),"API Testing, Python, Selenium, Postman, JIRA",B.Tech/B.E.,api testing python selenium postman jira,QA Engineer api testing python selenium postman jira B.Tech/B.E. Junior (1-3 yrs)
Backend Developer,TCS,Remote,Lead (10+ yrs),"PostgreSQL, MongoDB, Django, Python, Node.js",B.Tech/B.E.,postgresql mongodb django python nodejs,Backend Developer postgresql mongodb django python nodejs B.Tech/B.E. Lead (10+ yrs)
Cloud Engineer,TCS,Remote,Senior (6-10 yrs),"GCP, Terraform, Linux, AWS, Azure",B.Sc (CS/IT),gcp terraform linux aws azure,Cloud Engineer gcp terraform linux aws azure B.Sc (CS/IT) Senior (6-10 yrs)
Backend Developer,Wipro,Remote,Lead (10+ yrs),"PostgreSQL, Docker, MongoDB, Node.js, Django",M.Tech/M.E.,postgresql docker mongodb nodejs django,Backend Developer postgresql docker mongodb nodejs django M.Tech/M.E. Lead (10+ yrs)
iOS Developer,Capgemini,Pune,Mid (3-6 yrs),"Swift, Xcode, REST APIs",B.Tech/B.E.,swift xcode rest apis,iOS Developer swift xcode rest apis B.Tech/B.E. Mid (3-6 yrs)
NLP Engineer,Google,Delhi,Lead (10+ yrs),"TensorFlow, HuggingFace, SpaCy",BCA,tensorflow huggingface spacy,NLP Engineer tensorflow huggingface spacy BCA Lead (10+ yrs)
QA Engineer,Dream11,Remote,Lead (10+ yrs),"Python, JIRA, Postman, Selenium, API Testing, Manual Testing",MBA,python jira postman selenium api testing manual testing,QA Engineer python jira postman selenium api testing manual testing MBA Lead (10+ yrs)
Data Scientist,Postman,Nagpur,Fresher (0-1 yr),"TensorFlow, Tableau, Deep Learning, Machine Learning, Python",B.Tech/B.E.,tensorflow tableau deep learning machine learning python,Data Scientist tensorflow tableau deep learning machine learning python B.Tech/B.E. Fresher (0-1 yr)
iOS Developer,Lenskart,Bangalore,Mid (3-6 yrs),"Core Data, Swift, REST APIs, Xcode, SwiftUI, Firebase",B.Tech/B.E.,core data swift rest apis xcode swiftui firebase,iOS Developer core data swift rest apis xcode swiftui firebase B.Tech/B.E. Mid (3-6 yrs)
AI Engineer,BSNL,Bangalore,Mid (3-6 yrs),"LangChain, LLMs, Prompt Engineering, Vector DBs",M.Tech/M.E.,langchain llm prompt engineering vector db,AI Engineer langchain llm prompt engineering vector db M.Tech/M.E. Mid (3-6 yrs)
